date,gross_return,transaction_cost,net_return,turnover,gross_exposure,equity_curve
2023-09-28,0.0,0.0,0.0,0.0,0.0,1.0
2023-09-29,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-02,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-03,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-04,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-05,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-06,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-09,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-10,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-11,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-12,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-13,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-16,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-17,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-18,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-19,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-20,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-23,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-24,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-25,0.0,0.0,0.0,0.0,0.0,1.0
2023-10-26,0.0016479794825125602,0.0007249453763181914,0.0009230341061943688,1.0,1.0000000000000013,1.0009230341061943
2023-10-27,-0.004949805237834887,0.00017882715921723922,-0.005128632397052127,0.2666666666666667,1.0000000000000013,0.9957896678065217
2023-10-30,-0.00755004168108646,0.00022533092491392414,-0.0077753726060003844,0.30000000000000004,1.0000000000000013,0.9880470321021206
2023-10-31,0.0007542755314384002,0.0002883077441943133,0.00046596778724408694,0.4,1.0000000000000013,0.9885074301913623
2023-11-01,6.836507316180092e-05,0.00025123936478586156,-0.00018287429162406065,0.3666666666666667,1.0000000000000013,0.9883266575953009
2023-11-02,0.004201453272100599,0.00022084978303980163,0.003980603489060797,0.30000000000000004,1.0000000000000013,0.9922607941368566
2023-11-03,0.0018563069270777894,0.00027134223400367916,0.0015849646930741102,0.3666666666666667,1.0000000000000013,0.9938334924618852
2023-11-06,-0.0006282833429832952,0.0002752316702079025,-0.0009035150131911976,0.4,1.0000000000000013,0.9929355489808337
2023-11-07,0.0016924246957371566,0.00025171316265056937,0.0014407115330865871,0.3666666666666667,1.0000000000000013,0.994366082677862
2023-11-08,0.002930551579235562,0.0001680356892148669,0.002762515890020695,0.23333333333333334,1.0000000000000013,0.9971130347817572
2023-11-09,-0.0021028183394923017,0.00022259771421061794,-0.0023254160537029196,0.30000000000000004,1.0000000000000013,0.9947943321233192
2023-11-10,0.006882415573273051,0.0003200157470765072,0.0065623998261965435,0.43333333333333335,1.0000000000000013,1.0013225702755466
2023-11-13,0.0007097833045332463,0.00021845547214662192,0.0004913278323866244,0.2946236559139785,1.0000000000000004,1.0018145479235199
2023-11-14,0.004583887378177961,0.00022862552553787351,0.004355261852640088,0.32903225806451614,1.0000000000000013,1.006177712607511
2023-11-15,-0.0002256812570936294,0.00024795269904617366,-0.00047363395613980307,0.33333333333333337,1.0000000000000013,1.005701152676909
2023-11-16,0.0038755156782387537,0.00026325839377635115,0.0036122572844624026,0.3666666666666667,1.0000000000000013,1.0093340039916585
2023-11-17,-0.002129079098549107,0.00028534936773380473,-0.0024144284662829117,0.4,1.0000000000000013,1.0068970392404337
2023-11-20,-0.0001584041309626026,0.00022720446298358862,-0.00038560859394619123,0.3,1.0000000000000013,1.0065087710888836
2023-11-21,-0.0010874141509369976,0.00022049408871769086,-0.0013079082396546884,0.30000000000000004,1.0000000000000013,1.0051923499738917
2023-11-22,-0.001618005642715574,0.0001924912613055778,-0.0018104969040211518,0.30000000000000004,1.0000000000000013,1.0033724523363183
2023-11-23,0.006033247014415527,0.00016842518540512088,0.005864821829010406,0.23333333333333334,1.0000000000000013,1.009257052997408
2023-11-24,0.00024331732828505734,0.00018634956505019935,5.696776323485799e-05,0.2666666666666667,1.0000000000000013,1.0093145481142465
2023-11-27,0.007755400083458296,0.00020330244888662404,0.007552097634571672,0.30000000000000004,1.0000000000000013,1.016936990125599
2023-11-28,-0.0028800411022137885,0.00022109582672505808,-0.0031011369289388464,0.29354838709677417,1.0000000000000004,1.0137833292711165
2023-11-29,-0.000634018620375665,0.0002297613126120068,-0.0008637799329876718,0.32688172043010755,1.0000000000000013,1.0129076435748947
2023-11-30,0.002454843041116243,0.0001817615860764249,0.0022730814550398185,0.23333333333333334,1.0000000000000013,1.0152100651551728
2023-12-01,-0.0016098996007629968,0.00010500837281810207,-0.0017149079735810989,0.13333333333333333,1.0000000000000013,1.0134690733195784
2023-12-04,3.2781398865078725e-05,0.00019073085930666284,-0.0001579494604415841,0.2666666666666667,1.0000000000000013,1.0133089964262734
2023-12-05,0.0022263201570312517,0.0002249576172191576,0.002001362539812094,0.3,1.0000000000000013,1.0153369950929756
2023-12-06,-0.0003094198164625009,0.00020783635827488023,-0.0005172561747373811,0.2666666666666667,1.0000000000000013,1.0148118057628244
2023-12-07,0.003620914069583036,0.0002819920766610019,0.0033389219929220344,0.3666666666666667,1.0000000000000013,1.018200183219763
2023-12-08,0.0012968814754075288,0.00012878543929884935,0.0011680960361086794,0.16666666666666669,1.0000000000000013,1.019389538817747
2023-12-11,0.002130905390506175,0.000287321032274288,0.001843584358231887,0.3666666666666667,1.0000000000000013,1.0212688694264564
2023-12-12,0.002138835730497886,0.0002059348598586375,0.0019329008706392486,0.30000000000000004,1.0000000000000013,1.0232428809133276
2023-12-13,-0.003652401360890354,0.00025511624915088753,-0.003907517610041242,0.3666666666666667,1.0000000000000013,1.0192445413368094
2023-12-14,0.000881432999240766,0.00030346270595112536,0.0005779702932896406,0.43333333333333335,1.0000000000000013,1.0198336344032997
2023-12-15,0.0019417866708767602,0.00022997620183521646,0.0017118104690415437,0.33333333333333337,1.0000000000000013,1.0215793962953519
2023-12-18,0.002723841220855477,0.0002517960491489513,0.0024720451717065257,0.3666666666666667,1.0000000000000013,1.0241047867094788
2023-12-19,-0.0004487146114130468,0.00019728808439640108,-0.0006460026958094478,0.26666666666666666,1.0000000000000013,1.0234432122564732
2023-12-20,0.0062392231398955035,0.00014544278242552118,0.0060937803574699825,0.2,1.0000000000000013,1.0296798504003075
2023-12-21,-0.002949358421074684,0.00024575757812551994,-0.0031951159992002036,0.33333333333333337,1.0000000000000013,1.0263899038362394
2023-12-22,-0.001896622115047715,0.0002107440944374982,-0.0021073662094852133,0.33333333333333337,1.0000000000000013,1.024226924435138
2023-12-25,-0.0018772835730111153,0.0002100305006115297,-0.002087314073622645,0.2956989247311828,1.0000000000000004,1.0220890411611814
2023-12-26,-0.0007835673083756713,0.00023954106762488298,-0.0010231083760005543,0.3279569892473118,1.0000000000000013,1.0210433333021511
2023-12-27,-0.0016364099225091872,0.00021678753302982744,-0.0018531974555390147,0.30000000000000004,1.0000000000000013,1.0191511383948806
2023-12-28,-0.0005985022022416354,0.00014624242913673655,-0.000744744631378372,0.2,1.0000000000000013,1.0183921310559978
2023-12-29,0.002195116104203324,0.0002309634589565126,0.001964152645246811,0.30000000000000004,1.0000000000000013,1.0203924086541099
2024-01-01,0.004995737671385585,0.00015811659248031202,0.004837621078905273,0.23333333333333334,1.0000000000000013,1.0253286804789699
2024-01-02,0.0004200052801556221,0.00019624298670943379,0.00022376229344618832,0.26666666666666666,1.0000000000000013,1.02555811037605
2024-01-03,-0.0036489522529877653,0.00024461330897843217,-0.0038935655619661974,0.33333333333333337,1.0000000000000013,1.0215650326356946
2024-01-04,0.006898820439391323,0.00019935145666272425,0.006699468982728598,0.2666666666666667,1.0000000000000013,1.0284089758856776
2024-01-05,-0.0002085481656761242,0.00012881124173851836,-0.00033735940741464257,0.16666666666666669,1.0000000000000013,1.028062032442993
2024-01-08,0.00492560674774536,0.0002445469095715497,0.00468105983817381,0.33333333333333337,1.0000000000000013,1.0328744523342133
2024-01-09,0.0022524493731038518,0.00015362087487967688,0.002098828498224175,0.2,1.0000000000000013,1.03504227866986
2024-01-10,-0.0016166288007848292,0.0002380083534011688,-0.001854637154185998,0.30000000000000004,1.0000000000000013,1.0331226508036857
2024-01-11,-0.002353761432247588,0.00015330510375476873,-0.0025070665360023567,0.23333333333333336,1.0000000000000013,1.0305325435782697
2024-01-12,-0.008717234495785394,0.00026111534458557304,-0.008978349840370967,0.3541666666666667,1.0000000000000007,1.0212800618801368
2024-01-15,0.00493827918644657,0.00026726234337784687,0.004671016843068723,0.35,1.0000000000000013,1.0260504782506692
2024-01-16,-0.0006585339073238886,0.0002786872026405814,-0.0009372211099644701,0.3666666666666667,1.0000000000000013,1.0250888420825635
2024-01-17,0.00046248823008245845,0.00017971221204258835,0.0002827760180398701,0.23333333333333334,1.0000000000000013,1.0253787126234648
2024-01-18,-0.0034025897423882903,0.0002662900682028334,-0.0036688798105911236,0.3666666666666667,1.0000000000000013,1.0216167213665106
2024-01-19,0.0009314718442451391,0.0002264531887322494,0.0007050186555128897,0.2666666666666667,1.0000000000000013,1.022336980213858
2024-01-22,0.00029651541700925044,0.00022597375756234117,7.054165944690927e-05,0.30000000000000004,1.0000000000000013,1.022409097560956
2024-01-23,-0.0014915578575219234,0.00017157935429006706,-0.0016631372118119906,0.23333333333333336,1.0000000000000013,1.0207086909451073
2024-01-24,-0.002004814200052944,0.00026821961155305303,-0.002273033811605997,0.3666666666666667,1.0000000000000013,1.0183885855787889
2024-01-25,0.0021118675025816333,0.00024116266017714397,0.0018707048424044894,0.33333333333333337,1.0000000000000013,1.0202936900372805
2024-01-26,-0.0014921849340143256,0.00019142744272730833,-0.001683612376741634,0.2666666666666667,1.0000000000000013,1.0185759109528223
2024-01-29,-0.005173239994304297,0.0001916611148195003,-0.005364901109123798,0.2666666666666667,1.0000000000000013,1.0131113519184247
2024-01-30,0.00510784564562399,0.00029679973175592353,0.004811045913868066,0.4000000000000001,1.0000000000000013,1.0179854771483654
2024-01-31,-0.0028099387601511184,0.00022898606978453268,-0.003038924829935651,0.30000000000000004,1.0000000000000013,1.0148918958053454
2024-02-01,0.005514332228258379,0.00029836110807950615,0.005215971120178873,0.3946236559139784,1.0000000000000002,1.0201855426239697
2024-02-02,-0.0066652088059768674,0.00031085694521435344,-0.006976065751191221,0.3935483870967742,1.0000000000000013,1.0130686612002102
2024-02-05,0.0010488441043448747,0.0002081968341685029,0.0008406472701763719,0.30000000000000004,1.0000000000000013,1.0139202946047494
2024-02-06,0.0029850493399850076,0.00024835607990630025,0.0027366932600787074,0.33333333333333337,1.0000000000000013,1.0166950834412514
2024-02-07,0.00044276092913989805,0.00020316254730051635,0.0002395983818393817,0.30000000000000004,1.0000000000000013,1.016938681938068
2024-02-08,-0.00048091967540345875,0.00016286604938640838,-0.0006437857247898671,0.23333333333333334,1.0000000000000013,1.0162839913316495
2024-02-09,-0.006644887359511837,0.00017805149063249636,-0.006822938850144334,0.2666666666666667,1.0000000000000013,1.009349947804413
2024-02-12,0.006885437182891478,0.00023283693849976991,0.006652600244391708,0.30000000000000004,1.0000000000000013,1.0160647495138533
2024-02-13,0.0018948781361958567,0.00018576499701063209,0.0017091131391852245,0.2666666666666667,1.0000000000000013,1.0178013191275104
2024-02-14,-0.0007071094147396385,0.00016048624696289154,-0.0008675956617025301,0.23333333333333334,1.0000000000000013,1.0169182791185603
2024-02-15,-0.00030649708019349445,0.00013337411382138972,-0.00043987119401488417,0.2,1.0000000000000013,1.0164709660609088
2024-02-16,-0.0029784787837531792,0.0001475426305359826,-0.0031260214142891617,0.23333333333333334,1.0000000000000013,1.0132934560539992
2024-02-19,-0.0010409093420337555,0.0001552843022476547,-0.0011961936442814102,0.2,1.0000000000000013,1.0120813608620756
2024-02-20,-0.001113741505467464,0.00017158801191711516,-0.0012853295173845792,0.23333333333333334,1.0000000000000013,1.0107805028149648
2024-02-21,-8.120489500372286e-05,0.00019474930614056464,-0.0002759542011442875,0.2666666666666667,1.0000000000000013,1.0105015736887784
2024-02-22,0.0006821748975801527,0.00031331935473976247,0.0003688555428403902,0.4208333333333333,1.0000000000000007,1.0108743027952825
2024-02-23,0.0006937506458248872,0.00022354813545228327,0.00047020251037260396,0.2895833333333333,1.0000000000000013,1.011349618430128
2024-02-26,0.0009515461746895074,0.0001901784184154931,0.0007613677562740143,0.26666666666666666,1.0000000000000013,1.012119627419921
2024-02-27,0.0008892994444235178,0.00019875264694054037,0.0006905467974829774,0.26666666666666666,1.0000000000000013,1.0128185433873054
2024-02-28,0.001376848741882898,0.0001646568098399361,0.001212191932042962,0.23333333333333336,1.0000000000000013,1.0140462738542229
2024-02-29,-0.0001907025267440484,0.00022916276419430862,-0.000419865290938357,0.33333333333333337,1.0000000000000013,1.013620511020426
2024-03-01,0.0007939009014473904,0.000137255021855071,0.0006566458795923194,0.2,1.0000000000000013,1.0142861007524577
2024-03-04,9.862973699658592e-05,0.00017856970983248322,-7.99399728358973e-05,0.2666666666666667,1.0000000000000013,1.0142050187491156
2024-03-05,0.00523943946269398,0.0002255296596645088,0.005013909803029471,0.33333333333333337,1.0000000000000013,1.0192901512349035
2024-03-06,0.0004751235424117607,0.00016118396741624105,0.0003139395749955196,0.23333333333333334,1.0000000000000013,1.0196101467517793
2024-03-07,0.005460581497310032,0.0001911073850399578,0.005269474112270074,0.2666666666666667,1.0000000000000013,1.0249829560246957
2024-03-08,0.006120227892305622,0.0002161780892233999,0.005904049803082223,0.30000000000000004,1.0000000000000013,1.031034506444376
2024-03-11,0.0011190461500257495,0.00021527826131360921,0.0009037678887121403,0.30000000000000004,1.0000000000000013,1.0319663223234545
2024-03-12,0.0027730211366402426,0.00016466927320936287,0.00260835186343088,0.23333333333333336,1.0000000000000013,1.0346580536032848
2024-03-13,0.0022925670707861505,0.00021752462904635572,0.002075042441739795,0.30000000000000004,1.0000000000000013,1.0368050129771995
2024-03-14,0.00638489324131435,0.00024641647889531507,0.0061384767624190345,0.33333333333333337,1.0000000000000013,1.0431694164565197
2024-03-15,0.00494700057496671,0.00018760656423211382,0.004759394010734596,0.26666666666666666,1.0000000000000013,1.0481342707293844
2024-03-18,-0.0007307071527736188,0.00015207264755875413,-0.0008827798003323728,0.23333333333333334,1.0000000000000013,1.0472089989671485
2024-03-19,-0.0021109030724199432,0.00017796417174554944,-0.0022888672441654925,0.2666666666666667,1.0000000000000013,1.0448120765916173
2024-03-20,0.008508710083443992,0.00015023733479072602,0.008358472748653267,0.2,1.0000000000000013,1.053545109861272
2024-03-21,-0.0005257594582349861,0.00019439908030628524,-0.0007201585385412713,0.26666666666666666,1.0000000000000013,1.052786390354667
2024-03-22,0.0024869753495753784,0.0001806588685449914,0.002306316481030387,0.2666666666666667,1.0000000000000013,1.0552144489577466
2024-03-25,-0.0005923169248297649,0.00016239349944241612,-0.000754710424272181,0.23333333333333334,1.0000000000000013,1.0544180676132755
2024-03-26,-0.0015438207246451265,0.00020702566236676197,-0.0017508463870118884,0.2666666666666667,1.0000000000000013,1.0525719435491947
2024-03-27,-0.00450682016506583,0.00019841427658192064,-0.0047052344416477505,0.2666666666666667,1.0000000000000013,1.047619345788095
2024-03-28,0.0014950873228108679,0.00024285503590574153,0.0012522322869051262,0.33333333333333337,1.0000000000000013,1.048931208557277
2024-03-29,-0.00092418936148023,0.00020490729458269357,-0.0011290966560629236,0.2666666666666667,1.0000000000000013,1.047746863837255
2024-04-01,0.002859093071889017,0.00015356251026407412,0.002705530561624943,0.2,1.0000000000000013,1.0505815749982135
2024-04-02,-0.00035010395097539115,0.0001690518042293736,-0.0005191557552047647,0.2,1.0000000000000013,1.050036159527241
2024-04-03,-0.0011241058171676476,0.0001420414067439309,-0.0012661472239115785,0.16666666666666666,1.0000000000000013,1.0487066591588488
2024-04-04,-0.0033150521795268597,0.0001799167708974529,-0.003494968950424313,0.23333333333333334,1.0000000000000013,1.0450414619469854
2024-04-05,0.001506186697357105,0.0002450275984626367,0.0012611590988944683,0.3,1.0000000000000013,1.0463594254954418
2024-04-08,0.00043286190174434883,0.0001324081652050924,0.00030045373653925646,0.16559139784946236,1.0000000000000002,1.046673808094595
2024-04-09,-0.001498745957562493,0.0002696315432119619,-0.001768377500774455,0.3548387096774194,0.9999999999999992,1.0448228936817106
2024-04-10,0.001773115099368279,0.0002006011211837314,0.0015725139781845477,0.2903225806451613,1.0000000000000013,1.0464658922867522
2024-04-11,-0.0021950908545263852,0.00016310926905089467,-0.00235820012357728,0.23333333333333334,1.0000000000000013,1.0439981162902423
2024-04-12,-0.00227511602898785,0.00024647235212458423,-0.002521588381112434,0.33333333333333337,1.0000000000000013,1.0413655827703017
2024-04-15,-0.0017036546245847311,0.0002595939882255723,-0.0019632486128103033,0.3666666666666667,1.0000000000000013,1.0393211232344994
2024-04-16,-0.0005165422205765016,0.0002848032607393289,-0.0008013454813158305,0.4,1.0000000000000013,1.0384882679487595
2024-04-17,-0.0012335556420707684,0.00027869035506685683,-0.0015122459971376252,0.4,1.0000000000000013,1.0369178182224796
2024-04-18,-0.0038408866304631053,0.00021625741640159845,-0.0040571440468647035,0.30000000000000004,1.0000000000000013,1.0327108932691904
2024-04-19,0.00028333476223994076,0.0002995708598801113,-1.6236097640170565e-05,0.4333333333333334,1.0000000000000013,1.0326941260742932
2024-04-22,0.00046553996133460453,0.0002481843280554288,0.00021735563327917576,0.3666666666666667,1.0000000000000013,1.0329185879600498
2024-04-23,-0.0033587659515106876,0.0003765429033717537,-0.0037353088548824414,0.5,1.0000000000000013,1.0290603180120699
2024-04-24,0.001451329489029776,0.0003628343785391162,0.0010884951104906597,0.49032258064516127,1.0000000000000002,1.0301804451366259
2024-04-25,-0.002016276182072039,0.00030589638039442446,-0.002322172562466463,0.3924731182795699,1.0000000000000013,1.0277881883725402
2024-04-26,-0.0018022012235193888,0.00024889343942911585,-0.0020510946629485045,0.33333333333333337,1.0000000000000013,1.0256800975047278
2024-04-29,-0.0005653616752846536,0.000318891535755677,-0.0008842532110403306,0.46666666666666673,1.0000000000000013,1.024773136585009
2024-04-30,-0.004699891491282483,0.00031119918708537645,-0.0050110906783678594,0.43333333333333335,1.0000000000000013,1.019637905472826
2024-05-01,0.0010469169333258753,0.00021239358111263166,0.0008345233522132436,0.30000000000000004,1.0000000000000013,1.020488817115745
2024-05-02,5.356889445579452e-07,0.00026455521988152665,-0.0002640195309369687,0.3666666666666667,1.0000000000000013,1.0202193881369235
2024-05-03,0.006071499797215139,0.0002478505257670013,0.005823649271448138,0.33333333333333337,1.0000000000000013,1.0261607880333643
2024-05-06,-0.0014938610969268342,0.0001764713506120093,-0.0016703324475388435,0.23333333333333336,1.0000000000000013,1.0244467583727201
2024-05-07,0.0007657116686702753,0.0003630896587376162,0.0004026220099326591,0.4666666666666667,1.0000000000000013,1.0248592231856453
2024-05-08,-0.003467047950506385,0.00023116811564306264,-0.0036982160661494477,0.33333333333333337,1.0000000000000013,1.0210690723409188
2024-05-09,-0.0015656499531233805,0.0002624074591052821,-0.0018280574122286626,0.3666666666666667,1.0000000000000013,1.0192024994548285
2024-05-10,-0.00010858170919741241,0.0002578375682753274,-0.0003664192774727398,0.3666666666666667,1.0000000000000013,1.0188290440113799
2024-05-13,0.004174821355968762,0.00023817222274932342,0.0039366491332194385,0.3666666666666667,1.0000000000000013,1.022839816484386
2024-05-14,-0.0022011467990752315,0.0001659453306551971,-0.0023670921297304286,0.23333333333333336,1.0000000000000013,1.0204186604048109
2024-05-15,-0.001905571935059297,0.00024363912316713434,-0.0021492110582264313,0.33333333333333337,1.0000000000000013,1.0182255653358483
2024-05-16,0.0031800443188850615,0.000234864786046127,0.0029451795328389345,0.30000000000000004,1.0000000000000013,1.0212244224306888
2024-05-17,-0.0005156289625093831,0.0002414913892618738,-0.0007571203517712569,0.32795698924731187,1.0000000000000002,1.0204512326367408
2024-05-20,0.0004738269240589775,0.0002230218727649514,0.0002508050512940261,0.2967741935483871,1.0000000000000002,1.0207071669604852
2024-05-21,0.0026272614898459707,0.00023781997602170774,0.002389441513824263,0.3290322580645161,1.0000000000000013,1.0231460870386786
2024-05-22,0.00027579645367908743,0.0001722536364625417,0.00010354281721654574,0.2666666666666667,1.0000000000000013,1.0232520264669547
2024-05-23,0.0027304492150694447,0.00017040206555555507,0.0025600471495138897,0.23333333333333334,1.0000000000000013,1.0258715999005459
2024-05-24,0.0022660993468103826,0.00019119310815147672,0.002074906238658906,0.26666666666666666,1.0000000000000013,1.0280001872832425
2024-05-27,-0.0019788716070158843,0.0001976785660406249,-0.002176550173056509,0.2666666666666667,1.0000000000000013,1.025762693297709
2024-05-28,0.00174653950018996,0.0002166888368724285,0.0015298506633175317,0.30000000000000004,1.0000000000000013,1.0273319570344568
2024-05-29,-0.002961754088755941,0.0002496194959280917,-0.0032113735846840325,0.33333333333333337,1.0000000000000013,1.0240328103249345
2024-05-30,0.005723918199083888,0.0002013183012570817,0.005522599897826806,0.3,1.0000000000000013,1.0296881338186064
2024-05-31,0.001074665932550414,0.00016676786137726927,0.0009078980711731448,0.23333333333333334,1.0000000000000013,1.0306229856892102
2024-06-03,-0.004771153982695589,7.054588268239019e-05,-0.004841699865377979,0.1,1.0000000000000013,1.0256330185181433
2024-06-04,0.0006298091412440378,0.0001902585140725615,0.0004395506271714763,0.26666666666666666,1.0000000000000013,1.0260838361546807
2024-06-05,0.002475432977505291,0.00017421819554005612,0.002301214781965235,0.2290322580645161,1.0000000000000004,1.0284450754459753
2024-06-06,-0.0022035353437439456,0.0002480698456327839,-0.0024516051893767295,0.32688172043010755,1.0000000000000013,1.025923734162023
2024-06-07,0.005694338185724454,0.00024495409631573693,0.005449384089408717,0.33333333333333337,1.0000000000000013,1.0315143866359124
2024-06-10,-0.0011556393927842394,0.00035481458663517843,-0.0015104539794194177,0.5,1.0000000000000013,1.0299563316257898
2024-06-11,-0.00030599293724768495,0.00021245098916967568,-0.0005184439264173606,0.30000000000000004,1.0000000000000013,1.0294223570211833
2024-06-12,0.0011279887037636029,0.0002323508289732988,0.0008956378747903041,0.33333333333333337,1.0000000000000013,1.0303443466732876
2024-06-13,-0.0018671632489942705,0.00015866781416993333,-0.002025831063164204,0.23333333333333334,1.0000000000000013,1.028257043090041
2024-06-14,0.0009516291391517372,0.0001893050180408933,0.0007623241211108439,0.26666666666666666,1.0000000000000013,1.0290409082366907
2024-06-17,-0.0024980969255906558,0.00026492904250299137,-0.002763025968093647,0.33333333333333337,1.0000000000000013,1.026197641485002
2024-06-18,0.004890045645124531,0.0003356036423441782,0.004554442002780353,0.43333333333333335,1.0000000000000013,1.0308713991265355
2024-06-19,6.628683193868313e-05,0.00022257466519006033,-0.0001562878332513772,0.30000000000000004,1.0000000000000013,1.0307102864692053
2024-06-20,-0.0013339813448238658,0.00025226566569844217,-0.001586247010522308,0.33333333333333337,1.0000000000000013,1.029075325358579
2024-06-21,0.004534627004957227,0.00038251260379993366,0.004152114401157293,0.5333333333333333,1.0000000000000013,1.033348163836876
2024-06-24,0.004970682772838529,0.00022210388935992346,0.004748578883478605,0.33333333333333337,1.0000000000000013,1.0382550991069532
2024-06-25,0.0024316630929072714,0.00018737187195672197,0.0022442912209505493,0.2666666666666667,1.0000000000000013,1.0405852459109861
2024-06-26,0.002221446418586447,0.00017983541202353626,0.002041611006562911,0.23333333333333334,1.0000000000000013,1.042709716202305
2024-06-27,-0.00022455718608191405,0.00019129032347096726,-0.00041584750955288134,0.23333333333333336,1.0000000000000013,1.0422761079636356
2024-06-28,-0.0005376765752167261,0.00019387076439826732,-0.0007315473396149934,0.26666666666666666,1.0000000000000013,1.0415136336497104
2024-07-01,0.004066364604475243,0.00018357443401841088,0.003882790170456832,0.2666666666666667,1.0000000000000013,1.0455576125488422
2024-07-02,-0.001088913422679243,0.00016730793920812512,-0.001256221361887368,0.23010752688172043,1.0000000000000004,1.0442441607408743
2024-07-03,0.005336691571667313,0.00025948549562600167,0.005077206076041311,0.36129032258064514,1.0000000000000013,1.0495460035386586
2024-07-04,0.005158110113740423,0.00015579575750740947,0.0050023143562330135,0.2,1.0000000000000013,1.054796162579687
2024-07-05,-0.0015771815986729727,0.00019035340856477239,-0.001767535007237745,0.26666666666666666,1.0000000000000013,1.0529317734368273
2024-07-08,-0.0017100501850582808,0.00013267187792736465,-0.0018427220629856455,0.2,1.0000000000000013,1.0509915128270966
2024-07-09,-0.0008892900496293445,0.00019475391209725564,-0.0010840439617266,0.2666666666666667,1.0000000000000013,1.0498521918237904
2024-07-10,-0.00038590201229186103,0.00012940354277084633,-0.0005153055550627074,0.16666666666666669,1.0000000000000013,1.0493111971573488
2024-07-11,-0.0009808886194252599,0.00018592149213870457,-0.0011668101115639643,0.26666666666666666,1.0000000000000013,1.0480868502423284
2024-07-12,-0.00039759890711089826,0.00022754773996218097,-0.0006251466470730792,0.33333333333333337,1.0000000000000013,1.047431642262058
2024-07-15,0.0010982798717887954,0.00020494156801477184,0.0008933383037740235,0.2946236559139785,1.0000000000000004,1.0483673530686755
